username, created_at, lng, lat, text
guybehindawall, Fri Apr 24 01:16:55 +0000 2020, -71.812438, 42.275760, @Kraftastic @marianna_emh @confucianbrewer Get @daeisner going about soft serve, that oughta do it. 
dyouts, Fri Apr 24 01:16:55 +0000 2020, -97.188596, 31.455330, Despicable 
__machmud, Fri Apr 24 01:16:55 +0000 2020, -75.117998, 40.004866, Tfw when you’re gassing someone up to do the Tide Pod challenge but you’re also the President. 
vicki_tyrrell, Fri Apr 24 01:16:55 +0000 2020, -86.270540, 45.001180, Someone else tweeted that the militia-types were recruited by her brother, Erik Prince (Blackwater -&gt; now Academi p… https://t.co/Xt3KRdEklm 
Johnny2scrawny, Fri Apr 24 01:16:55 +0000 2020, -80.428182, 25.610864, @HitManJr1018_ That’s what I thought too but this pick makes sense 
EastSide_Shine, Fri Apr 24 01:16:55 +0000 2020, -90.011008, 29.982601, Damn 
SayTriceTwice, Fri Apr 24 01:16:56 +0000 2020, -81.283121, 28.784184, ‼️‼️‼️‼️‼️ 
TLK510, Fri Apr 24 01:16:56 +0000 2020, -122.044814, 37.592159, @kaaykaay_02 👌👸🙏🏻💪 
BuchananMessiah, Fri Apr 24 01:16:56 +0000 2020, -73.968542, 40.780709, nah 🥺 
cuse34, Fri Apr 24 01:16:56 +0000 2020, -120.882482, 47.273022, An absolute freak show of an athlete just fell into the laps of the #Cardinals.  Isaiah Simmons can play linebacker… https://t.co/CZaVsc5kx4 
yeljel, Fri Apr 24 01:16:56 +0000 2020, -97.754724, 30.323346, @tyrinp21 @bstaxxalot Pussy 
SRayfield28, Fri Apr 24 01:16:56 +0000 2020, -80.067105, 37.288445, @curlyy_keya https://t.co/bayY9jmLmx 
HaysLife4, Fri Apr 24 01:16:56 +0000 2020, -80.846785, 35.209059, @McKaganB 🤣🤣🤣🤣🤣 
evanreier, Fri Apr 24 01:16:56 +0000 2020, -112.516977, 45.966959, I believe in you, Dave. 
Greg_Coogan, Fri Apr 24 01:16:56 +0000 2020, -122.278486, 37.758798, Is it possible anyone who supports this moron isn’t an idiot too? I just can’t imagine. 
ZacCarleISC, Fri Apr 24 01:16:56 +0000 2020, -86.441236, 39.766555, The Cardinals are having a great offseason man. 
dirtydeke78, Fri Apr 24 01:16:56 +0000 2020, -73.639419, 40.748492, @Allen_Strk You think tua woth all injuries should be a 1st rnder 
CacheAlexander1, Fri Apr 24 01:16:56 +0000 2020, -83.302512, 30.856085, @emkandersonn I’m getting a neck tattoo I decided lmao 
A_Riosx, Fri Apr 24 01:16:56 +0000 2020, -95.538134, 30.337514, It’s so cringe to me when people wear sneakers to the beach... 😭 #Porque 
MainEventPlayer, Fri Apr 24 01:16:56 +0000 2020, -97.397600, 27.796400, #HappyBirthday @realbrittbaker @ Corpus Christi, Texas https://t.co/fAq3m6VR9A 
AshaGreenie, Fri Apr 24 01:16:56 +0000 2020, -77.014398, 38.898603, Got the best news ever today. God be WERKIN 
DaveScarnato, Fri Apr 24 01:16:56 +0000 2020, -77.202398, 38.892934, @0Spaceman10 @Giants Well, at least we addressed the Line. 
IRGRL, Fri Apr 24 01:16:56 +0000 2020, -74.081747, 40.380217, My lovely son @RobSellig is doing things on https://t.co/Tseg1VlICU Rts so appreciated#RebelFamily #mixerstreamer #mixercommunity 
brady_childers, Fri Apr 24 01:16:56 +0000 2020, -81.424213, 35.811913, Ridley on the board... we ignore him (2017). Simmons on the board... we ignore him. @Panthers you (not the media gu… https://t.co/SqFccwWiUQ 
LiveFrmCarolina, Fri Apr 24 01:16:56 +0000 2020, -81.194850, 34.109023, YOU GOTTA BE KIDDING ME LMFAOOOOO SMFH 🤣🤣🤣🤣🤣🤣🤣🤣🤣 
PaulCob79549186, Fri Apr 24 01:16:56 +0000 2020, -123.029015, 44.935084, Trump corner that market 
gatpr, Fri Apr 24 01:16:56 +0000 2020, -79.272570, 43.629311, https://t.co/JcYgq51hvP Blue Ice Docs launches D. O. C. (documentary online cinema) read more @realscreen 
AyeKendo, Fri Apr 24 01:16:56 +0000 2020, -83.173867, 32.678207, Trev is getting blocked for the rest of the night. hope the draft was worth it 🙃 
fvaldesp, Fri Apr 24 01:16:56 +0000 2020, -103.233130, 25.244223, ¿Enemigos o adversarios? 
CoachSkroll, Fri Apr 24 01:16:56 +0000 2020, -83.373349, 42.397315, Surprised one of my students today on her 15th birthday with the help of her Mom! It’s hard when you go from seeing… https://t.co/mTNUmesSzx 
Xolexylove_, Fri Apr 24 01:16:56 +0000 2020, -98.540651, 29.417501, 🥴 
dmagicaa__, Fri Apr 24 01:16:56 +0000 2020, -111.997441, 40.678703, @jaimiemarella_ Wow 🥺🖤 
GahDamnNick, Fri Apr 24 01:16:56 +0000 2020, -83.173867, 32.678207, I love this 
TBTurner813, Fri Apr 24 01:16:56 +0000 2020, -82.218394, 27.931680, Arizona with a really good pick right there. 
DawgPoundRob, Fri Apr 24 01:16:56 +0000 2020, -79.062927, 38.155761, Ok, don't screw this up Berry, it's OT now#Wirfs #Wills 
matthew_est99, Fri Apr 24 01:16:56 +0000 2020, -119.782465, 36.786042, @NotDanielPineda Loser 
jeezjulye, Fri Apr 24 01:16:56 +0000 2020, -73.948775, 40.655138, @yariiO1 @zsnake8 Well it’s a lot of physical training and the entire time she has to be able to fit her uniform so she was dieting 
xiankiefer, Fri Apr 24 01:16:56 +0000 2020, -121.081968, 38.947187, @LeslieStreeter Yourself 
renacer_smc, Fri Apr 24 01:16:56 +0000 2020, -74.162658, 40.792103, 😢 
c2thajay, Fri Apr 24 01:16:56 +0000 2020, -84.192069, 34.038017, https://t.co/9KwOteSo86 
thecoach777, Fri Apr 24 01:16:57 +0000 2020, -97.302830, 32.520998, Haha. I just said the same thing 
itspaceboss, Fri Apr 24 01:16:57 +0000 2020, -110.915573, 32.189391, my livestream is from 9-10 tonight :))) lets get weird 
mrsmasterchief, Fri Apr 24 01:16:57 +0000 2020, -80.638816, 24.929675, @navybirddog 😳 
TisaKorean, Fri Apr 24 01:16:57 +0000 2020, -96.761753, 32.819858, @Josiahmiller_ @ZAEWithThatLean Who dat at the door 
HeinigeronSport, Fri Apr 24 01:16:57 +0000 2020, -73.669450, 40.588623, #Jets are getting their OT 🙌🏻 
jordi_rosas1, Fri Apr 24 01:16:57 +0000 2020, -118.248063, 33.839612, Damn😔💔 
jenna_severson, Fri Apr 24 01:16:57 +0000 2020, -87.732013, 41.833585, @mgnhdgmn Incredible 
__CToole__, Fri Apr 24 01:16:57 +0000 2020, -81.940574, 33.538930, @JByrdBeGreat All that Herbert talk these last couple weeks had me worried bro not gonna lie. We gottem tho! 
donohoe_kitty, Fri Apr 24 01:16:57 +0000 2020, -118.411907, 34.020789, @franmcveigh @maciekerbs @DrMaryHoward @TCRWP #g2great Yes! 
KristinaMTaylor, Fri Apr 24 01:16:57 +0000 2020, -90.011008, 29.982601, @RDHermelee 
talljohnc, Fri Apr 24 01:16:57 +0000 2020, -157.799589, 21.319944, @MikeTapas @BB_Chargers This wont age well. He’s gonna be trash. 
kevinjbrown65, Fri Apr 24 01:16:57 +0000 2020, -73.968542, 40.780709, @zeefa64 I've read better science fiction writers but this person didn't even try to be believable. 
DaRealTaySavage, Fri Apr 24 01:16:57 +0000 2020, -77.014398, 38.898603, @__LiLHead he came frm oregon he jhi different🤣 
badhopper, Fri Apr 24 01:16:57 +0000 2020, -96.734900, 33.061243, @RJellyman @zappafaye @StoneBrewing @bertrand_boily @amethyst_heels @wrayzors @OkiTimes @JonMontag @cellmavin… https://t.co/k7XJ1BIU5m 
_no_hoes_, Fri Apr 24 01:16:57 +0000 2020, -83.173867, 32.678207, wow 
veesaintlaurent, Fri Apr 24 01:16:57 +0000 2020, -117.998733, 33.692542, I know @OceanDriveWillz happy with that pick 
Bullet237, Fri Apr 24 01:16:57 +0000 2020, -84.208466, 39.882031, 😈🐬 #FinsUp https://t.co/j5KJlw956Z 
Pmh80, Fri Apr 24 01:16:57 +0000 2020, -86.806086, 33.451900, @YoungFraidy Haha. We were. Simmons is a stud but they really needed an OT 
alwaysbreane, Fri Apr 24 01:16:57 +0000 2020, -89.266508, 39.739300, https://t.co/aRAEKWWgbw 
mikeinparma, Fri Apr 24 01:16:57 +0000 2020, -82.194535, 41.443541, @HardHatMike Conklin even said he could go to lt 
mandrews93DFS, Fri Apr 24 01:16:57 +0000 2020, -117.104989, 32.810012, Just asking to get ratioed 
cgc5783, Fri Apr 24 01:16:57 +0000 2020, -77.867019, 34.173113, @JBrownSZN Would you consider October 2018 when Tannehill went down premature? That's when I locked in on Tua. 
zbranner70, Fri Apr 24 01:16:57 +0000 2020, -96.835249, 33.150140, Does Jax get a OT here to protect my guy @GardnerMinshew5 👀💪🏼 
MMUSportGodz_OT, Fri Apr 24 01:16:57 +0000 2020, -79.913521, 43.260695, The PANTHERS ARE A FUCKING IDIOT BECAUSE THEY DIDNT PICK SIMMONS???? FFS! 
xiankiefer, Fri Apr 24 01:16:56 +0000 2020, -121.081968, 38.947187, @LeslieStreeter Yourself 
itsamelializ, Fri Apr 24 01:16:57 +0000 2020, -83.645809, 41.387090, @casschristine20 let’s gooooooo 
KINGJAKE10, Fri Apr 24 01:16:57 +0000 2020, -122.174194, 39.924473, Almost there 49ers ❗️❗️❗️ 
donna_p_specter, Fri Apr 24 01:16:57 +0000 2020, -82.993949, 39.348299, Sarah is very suggestible. 
Grillax_com, Fri Apr 24 01:16:57 +0000 2020, -89.876449, 32.571032, @GrillingChats Heading up to @UbonsBBQ in Yazoo City! #GrillingChats 
DoughboyFresshh, Fri Apr 24 01:16:57 +0000 2020, -73.849441, 40.850347, Strange pick for the Cards #GiantsPride #NFLDraft2020 
Dev_neal, Fri Apr 24 01:16:57 +0000 2020, -122.435979, 37.770657, Lmfao no I was just trying to understand why you were doing this: https://t.co/QADpXTwTdx 
JUSTBYRDD, Fri Apr 24 01:16:58 +0000 2020, -112.034433, 43.498923, Cardinals on the rise 
jatafolarin, Fri Apr 24 01:16:57 +0000 2020, -86.441236, 39.766555, @Mr_EveryThing32 lol when did you send me a funny text 
mya_cato, Fri Apr 24 01:16:58 +0000 2020, -83.804475, 27.698682, @ogcoco_ Girlaaaaa this is tew goodt! 😍 
ADT_is_mee, Fri Apr 24 01:16:58 +0000 2020, -95.446486, 29.838495, @Kiiiirbs Very true that was a dime and hey man I said he’s better than Rivers from the get go 🤣 just way more inco… https://t.co/9tpNMCp0Rt 
sallyeastman1, Fri Apr 24 01:16:58 +0000 2020, -82.342269, 34.795941, I'm gonna inject some Lysol and see what happens. 
llsk8god, Fri Apr 24 01:16:58 +0000 2020, -118.779000, 34.030400, Always nice to see my hair twin peter.galliaert , thank you for introducing me to the Art world &amp; gifting me this K… https://t.co/oLmDS3J1HC 
Christyle205, Fri Apr 24 01:16:58 +0000 2020, -80.846785, 35.209059, Kliff Kingsbury with the light flex lol 😂 
_JLewiii, Fri Apr 24 01:16:58 +0000 2020, -95.118550, 29.793678, Y’all taking DVSN or Brent? 
PBreezeSteve, Fri Apr 24 01:16:58 +0000 2020, -75.117998, 40.004866, @noelgrassy @harrymayesTU That would be a Giant-like thing to do. 
HardwickMom, Fri Apr 24 01:16:58 +0000 2020, -118.131964, 34.177310, @AZCardinals pick Isaiah Simmons out of Clemson...utility player...can do it all! 
thesageRR3, Fri Apr 24 01:16:58 +0000 2020, -73.831187, 40.670879, @HutchingsHannah Boom or bust. 😬Hopefully boom🤞 
diego_henao, Fri Apr 24 01:16:58 +0000 2020, -73.433618, 45.510936, “Aventuras de un niño de la calle” el mejor de todos. 
nickpili, Fri Apr 24 01:16:58 +0000 2020, -80.846785, 35.209059, @MorganFogarty It’s down right dangerous. We have a complete narasitic, psychopath as President elected by half whi… https://t.co/6BnefrxKKU 
_paulsandman, Fri Apr 24 01:16:58 +0000 2020, -83.804475, 27.698682, @MSNBC 𝐓𝐫𝐮𝐦𝐩𝐆𝐥𝐨𝐰® The Magical 🍊 Drink? 
LetsTalkGenY, Fri Apr 24 01:16:58 +0000 2020, -93.262046, 44.970610, @WebToeUB90 @matthewjdowd Such an underrated movie! One of my favorites! 
ToureDeTrap, Fri Apr 24 01:16:58 +0000 2020, -77.014398, 38.898603, Isaiah Simmons is an absolute beast 
Fresh_Logic, Fri Apr 24 01:16:58 +0000 2020, -91.401008, 30.937336, Lamb should go off the board here... 
smmain09, Fri Apr 24 01:16:58 +0000 2020, -81.367773, 28.501678, @silviaagarrido He has a big forehead 
MileHighBrowns, Fri Apr 24 01:16:58 +0000 2020, -104.922093, 39.713563, Is it weird that there’s been no trades yet? 
Swc_97, Fri Apr 24 01:16:58 +0000 2020, -80.329694, 25.578803, This is where I get it from my pops my best friend my fucking twin letsgoooo #phinsupbaby #TuaTagovailoa https://t.co/HQvdZyjcqT 
RichardSelzler, Fri Apr 24 01:16:58 +0000 2020, -92.428621, 46.707107, @thedailybeast @m_hostage Not at Walmart ????Twitter has done this to me before??? 
whereisjustice0, Fri Apr 24 01:16:58 +0000 2020, -77.604684, 41.117936, Sorry to hear, prayers for you and your family. 
larajuku, Fri Apr 24 01:16:58 +0000 2020, -87.732013, 41.833585, @NXOnNetflix @netflix https://t.co/8RXAPf7tQI 
WayneDavid19, Fri Apr 24 01:16:58 +0000 2020, -86.270540, 45.001180, @bedge7767 Good shooting 
EnemyofGLaDOS, Fri Apr 24 01:16:59 +0000 2020, -105.130448, 39.990651, @TeaPainUSA To be fair I don't believe we had to warn folks not to eat Tide laundry detergent either when Obama was president. 
Matterson10, Fri Apr 24 01:16:59 +0000 2020, -80.651287, 35.196751, Why a people mad about this? The man is a beast. #KeepPounding 
zach_paape9, Fri Apr 24 01:16:58 +0000 2020, -93.342965, 45.092301, Thank you, baseball. #9 💚💛 https://t.co/eNd0PBFuHb 
Mbrezzy21, Fri Apr 24 01:16:59 +0000 2020, -117.104989, 32.810012, @Chargers y’all suck https://t.co/EGzNWWnJv3 
mysterylily2016, Fri Apr 24 01:16:59 +0000 2020, -123.070225, 49.315607, @twiternair @CBCPolitics @salimah_shivji Most import cases in Canada are from Europe and US 
Piel_Oscuraa, Fri Apr 24 01:16:59 +0000 2020, -89.922029, 35.133521, @USeeWhereBradAt Lol yea it’s decent but with a mature mindset ya know 
PHX_USA_Sports, Fri Apr 24 01:16:59 +0000 2020, -111.858398, 33.639340, #azcardinals get a #olb corner can play safety he plays three positions at once #phx 
ndchristie, Fri Apr 24 01:16:59 +0000 2020, -73.948775, 40.655138, I got Tifa.Which is good......otherwise I’d have the GATTACA my femurs. 
S_Train24, Fri Apr 24 01:16:59 +0000 2020, -81.382695, 40.885188, I hope this means Kyler gets sacked 1 gazillion times. 
nieman_james, Fri Apr 24 01:16:59 +0000 2020, -96.354514, 42.400420, If we can get through these next 3 picks without a T being taken the #Vikings likely land 1 of the top for Ts at #22 
whitvswilt21, Fri Apr 24 01:16:59 +0000 2020, -80.926628, 33.631140, Simmons is the best player in the draft! Cardinals got a baller 
GusSolano44, Fri Apr 24 01:16:59 +0000 2020, -87.770369, 41.745443, The Jacksonville Jaguars are on the clock! #NFLDraft https://t.co/aijnq8NJyJ 
jjeffi81, Fri Apr 24 01:16:59 +0000 2020, -81.830017, 41.243086, @CoachAmero @RTrauty @seanduffy1013 Welp... 
realudaypalled, Fri Apr 24 01:16:59 +0000 2020, -77.604684, 41.117936, @MCaruso_Cabrera @AOC @SpeakerPelosi So she’s looking to primary #Schumer in 2022. Seriously hope you smoke her in… https://t.co/pEViVUu1t0 
jah_311, Fri Apr 24 01:16:59 +0000 2020, -86.611411, 34.706027, @Carl_noWinslow I think he’s a day 2 pick but if he does go today it’s gonna be Vegas 
DannieMarie760, Fri Apr 24 01:16:59 +0000 2020, -117.239779, 33.184921, @GorillaMamaWho Uhhh... what’s going on here? Who dis bozo? 
sagar3159, Fri Apr 24 01:16:59 +0000 2020, -88.821688, 33.456504, @KayleeHartung Glad you’re doing better and such a great thing you did!!! I have been giving blood/platelets since… https://t.co/cpZiUkmsqC 
Richard17Newell, Fri Apr 24 01:16:59 +0000 2020, -80.178392, 26.039680, @Toniann561 @politico Sue for what?  He screwed up and got caught screwing while wife at home. 
Matt_Kroschel, Fri Apr 24 01:16:59 +0000 2020, -105.550890, 38.997936, See you Wednesday. And by see you, I mean through your mask as we attempt to restock the pantry at the Publix 
NatalieLanovill, Fri Apr 24 01:16:59 +0000 2020, -123.123581, 49.257639, I had a ROUGH NIGHT last night. Was all snug at a decent hour, drifting off, started thinking of my mum. Which led… https://t.co/AA5pbF4et3 
TavarusVeazie, Fri Apr 24 01:16:59 +0000 2020, -95.446486, 29.838495, 5yrs 
d8a_driven, Fri Apr 24 01:16:59 +0000 2020, -71.442651, 42.485388, @richard_beck What is Sales were on the team? 
TweetswithLogan, Fri Apr 24 01:16:59 +0000 2020, -83.173867, 32.678207, The Falcons don’t love me 
CollinTaylorInc, Fri Apr 24 01:16:59 +0000 2020, -117.521736, 33.841676, @wiebern @erinebal29 @codeofvets @GibboneyTcb @IDAHOgov @DIDnews @IdahoStatesman @ISPHeadquarters It’s about the wo… https://t.co/tId87ZtcSc 
6OnTheWay, Fri Apr 24 01:16:59 +0000 2020, -84.461339, 33.452588, @loyal_Bond @thephinsider Not sold on him. Hope I’m wrong. 
kpetuniaa, Fri Apr 24 01:17:00 +0000 2020, -83.173867, 32.678207, @saytaaaay I got them a month ago... I’m changing them in about 2 more weeks 
NatalieLanovill, Fri Apr 24 01:17:00 +0000 2020, -123.123581, 49.257639, It's very unusual for me to have intrusive thoughts. I had some dark chocolate before bed, which sometimes gives… https://t.co/RZIGomBa4v 
aihsenytwood_, Fri Apr 24 01:17:00 +0000 2020, -79.163726, 35.474284, maybe it’s bc I don’t have kids but nurses be wrapping babies up so fast &amp; be handling them like they’re baby dolls… https://t.co/WwgYwDJPcl 
CordellJames27, Fri Apr 24 01:17:00 +0000 2020, -120.664965, 35.274809, Simmons or Young will be the best players in this draft 
gofthecooltable, Fri Apr 24 01:17:00 +0000 2020, -98.540651, 29.417501, @dmv_p Like I said you might wanna do research instead of pretending to be a scientist bc believe it or not,  radia… https://t.co/GNDkn4yZpA 
PHSASLCLUB, Fri Apr 24 01:17:00 +0000 2020, -79.420865, 38.003376, Lesson on age coming tomorrow. My computer will not stay on for more than a few seconds. Hoping it’ll be up and run… https://t.co/qHg70RsCM7 
BeatFlippaz, Fri Apr 24 01:17:00 +0000 2020, -84.114022, 40.752455, @kellie_spangler That's who I was hoping would drop 🤦🏽‍♂️ 
GHSCoachPark, Fri Apr 24 01:17:00 +0000 2020, -85.841225, 41.572800, Ready for the NFL Draft.  Beautiful night in Northern Indiana for some football and a bonfire. @NFL @JimIrsay… https://t.co/mGDcccboBk 
trevwoh, Fri Apr 24 01:17:00 +0000 2020, -122.917508, 49.206752, @kittensfolder @ehuntdephl 
I_Wilson4, Fri Apr 24 01:17:00 +0000 2020, -119.025163, 35.346902, @beedeeboop https://t.co/I2zYpUcNgo 
TheRealTopGun, Fri Apr 24 01:17:00 +0000 2020, -80.817245, 41.235332, I can't believe Arizona wasn't trying to go OL. Thought that was a guarantee 
chrisoIIey, Fri Apr 24 01:17:00 +0000 2020, -75.117998, 40.004866, @whatitdoAB Welcome https://t.co/POkJFMx36x 
bruinzack, Fri Apr 24 01:17:00 +0000 2020, -118.411907, 34.020789, @briantylercohen Every real republican must follow this executive order 
_chonaaaa, Fri Apr 24 01:17:00 +0000 2020, -117.104989, 32.810012, Coincidence?????🤔🤔🤔 or lmfaooo 
mackenziefraim, Fri Apr 24 01:17:00 +0000 2020, -83.622481, 43.085117, I’m calling the police 
savagesammyy__, Fri Apr 24 01:17:00 +0000 2020, -83.399779, 33.956384, @_aneiyiah This some shit you will do 😂😂 
KiDxTWEETx, Fri Apr 24 01:17:00 +0000 2020, -83.804475, 27.698682, @CullerSports Why? Tyrod gets the nod for at least the next 2 years. Unless he gets hurt. 
ayynicko, Fri Apr 24 01:17:00 +0000 2020, -122.081442, 37.396853, nobody:tik tok algorithms: 
avillamarzo, Fri Apr 24 01:17:00 +0000 2020, -82.755341, 27.992711, Isaiah Simmons, LB from @ClemsonFB to @AZCardinals at No. 8. #NFLDraft2020 https://t.co/1yluWU246g 
Artem_Mashkov, Fri Apr 24 01:17:00 +0000 2020, -73.831187, 40.670879, @JuiceboxCA @Apple can’t even click the link 
Tmfscott93, Fri Apr 24 01:17:00 +0000 2020, -92.061177, 30.206079, My anxiety was just terrible then I smashed a pint of Jim beam in 2 minutes now I’m good 
Johnnybutleriii, Fri Apr 24 01:17:00 +0000 2020, -112.124676, 33.552863, Hell yea!!! Welcome to the 🌵 
REACTORENC, Fri Apr 24 01:17:00 +0000 2020, -121.987358, 47.859878, @Nevaehmarielee2 you are an absolute 🌟!!! AMAZING SONG GIRL! Go check out the reaction below!!! 🔥🔥🔥👇👇👇https://t.co/n64uMmBCFK 
mrflorida, Fri Apr 24 01:17:00 +0000 2020, -115.223125, 36.232915, Damn. Already? 
mikealexbolling, Fri Apr 24 01:17:00 +0000 2020, -87.732013, 41.833585, Isaiah Simmons is so good. Cardinals got a stud... 
ItsStem, Fri Apr 24 01:17:00 +0000 2020, -83.173867, 32.678207, Need Kinlaw 
saribotton, Fri Apr 24 01:17:00 +0000 2020, -74.006748, 41.916815, @rachsyme Put Stilton on slices of them. 
bitchlasagn4, Fri Apr 24 01:17:00 +0000 2020, -97.754724, 30.323346, @PickelsNpopcorn @ADAMRAYOKAY that’s what i said lmao he was like “tell me what you think of my island when you fly in!” 😂 
pandagotwifi, Fri Apr 24 01:17:01 +0000 2020, -80.846785, 35.209059, Wow Carolina wtf 😂 
JasonLawrence14, Fri Apr 24 01:17:01 +0000 2020, -81.672987, 41.382470, Rent free 
AMickeyKennedy, Fri Apr 24 01:17:01 +0000 2020, -81.267838, 28.694736, Crazy how Tom Brady retired in Florida just to become the 3rd best QB in the state 
jay88braham, Fri Apr 24 01:16:56 +0000 2020, -118.411907, 34.020789, @psychojohn_ @hectc @dro9164 😍😍😍😍😍👅👅 
mowoodier, Fri Apr 24 01:16:58 +0000 2020, -86.791549, 36.200008, @CoolCzech1 @alexissmirks @Taxpayers1234 @the_waginator Hello! 
zytriz, Fri Apr 24 01:17:01 +0000 2020, -117.294096, 34.134925, Cudi and trav.... you know I had to https://t.co/G1RxPlE3QX 
troychewning, Fri Apr 24 01:16:58 +0000 2020, -77.274448, 38.750095, I think Simmons style players are the future. Require coaching and actual knowledge, but have to be able to defend… https://t.co/WjZWUOGRda 
JCQuina, Fri Apr 24 01:17:01 +0000 2020, -84.527370, 33.916276, @TheFalcoholic For the love, jump up and get Kinlaw! 
alexaruby112, Fri Apr 24 01:17:01 +0000 2020, -120.932268, 37.738040, Waking up at 5am getting is both ready , going to work , coming home to clean and cook , all while chasing zeek aro… https://t.co/J1r5BEJ2Fd 
Mbarnes_31, Fri Apr 24 01:17:01 +0000 2020, -74.374732, 41.487740, The Cardinals are actually building something crazy 
Apples_76, Fri Apr 24 01:17:01 +0000 2020, -117.022463, 32.633767, He said Isaiah Thomas !! Hahahaha. #NFLDraft2020 
brimarks43, Fri Apr 24 01:17:01 +0000 2020, -85.864575, 38.086588, @tifffanyrb The limit does not exist lol 
misspell, Fri Apr 24 01:17:01 +0000 2020, -100.076888, 31.168893, @DavidWohl @PoliceMeridian Hah! 
counselorPCE, Fri Apr 24 01:17:01 +0000 2020, -83.852474, 33.603668, @erebss @teamteemer Sure- I will send through PM 
lacedinfIowers, Fri Apr 24 01:17:01 +0000 2020, -96.761753, 32.819858, I’ve decided men keep making jokes about OnlyFans because they aren’t funny and it’s the only thing that gets them… https://t.co/kgSmSyUC4M 
nenerok1397, Fri Apr 24 01:17:01 +0000 2020, -73.968542, 40.780709, I got “white” like for a color 🤍 https://t.co/UTAoa99rcD 
Jerkwheatery, Fri Apr 24 01:17:01 +0000 2020, -77.014398, 38.898603, @jaybusbee Gonna turn out that Saban is a PacMan savant 
MattSawyer21, Fri Apr 24 01:17:01 +0000 2020, -75.117998, 40.004866, Boom. Ok so Jags may look Kinlaw or CJ Henderson here...Browns at 10? Jets at 11? That looks like our trade up spot if we do it. 
RichWeissinger, Fri Apr 24 01:17:01 +0000 2020, -111.931711, 34.168253, @O3_B3_A31 Inigo- @O3_B3_A31Vizzini - JohnsonFezzik - ReidWesley- @RichWeissinger (not pictured)Yeah that’s pretty close! 
DaunteMcEwen, Fri Apr 24 01:17:01 +0000 2020, -111.880874, 33.282450, @johnnywaddell52 I’m a free agent. I can’t do this anymore 
Tankrobin, Fri Apr 24 01:16:57 +0000 2020, -85.768241, 37.822244, @Tigerstrat57 @TomiLahren You first 
TheeJustinMason, Fri Apr 24 01:17:01 +0000 2020, -118.346153, 33.953633, Pulling into Phoenix https://t.co/BtKEmMSU9K 
TheRewine, Fri Apr 24 01:17:01 +0000 2020, -87.732013, 41.833585, @PodcastMovement Hey from us here at The Rewine https://t.co/fdj5uZwgy8 
pdxpolicelog, Fri Apr 24 01:17:02 +0000 2020, -122.661224, 45.581090, HAZARD - HAZARDOUS CONDITION at NE MARTIN LUTHER KING JR BLVD / NE COLUMBIA BLVD, PORT [Portland Police #PP20000132593] 18:12 #pdx911 
MimiRangel_, Fri Apr 24 01:17:01 +0000 2020, -117.673254, 33.987333, Miss ya. ❣️This weather is teasin for this place ): https://t.co/Bah0SPpEOQ 
Cash_McAllister, Fri Apr 24 01:17:02 +0000 2020, -80.271087, 25.699448, @MichaelRyanRuiz Transitioning shouldn’t be made light of, think before you tweet 
pyrodamsel, Fri Apr 24 01:17:02 +0000 2020, -119.034349, 34.225328, I just entered for a chance to win a BlackBerry KEY2 LE from @CrackBerry! https://t.co/Hqvy19581k 
pdxpolicelog, Fri Apr 24 01:17:02 +0000 2020, -122.599625, 45.490538, THEFT - COLD at 6100 SE FOSTER RD, PORT [Portland Police #PP20000132580] 18:00 #pdx911 
Nugraha14582568, Fri Apr 24 01:17:02 +0000 2020, -73.948775, 40.655138, @mas__piyuuu Ternyata honor journalist seword beda tipis sama honor journalist Australia🤔🤔🤭🤭🤭 https://t.co/3MgBAOSAHf 
LitGod_, Fri Apr 24 01:16:59 +0000 2020, -73.968542, 40.780709, Simmons should be in NY 
big_nrts, Fri Apr 24 01:17:02 +0000 2020, -83.173867, 32.678207, Where he went 
G_Breezy007, Fri Apr 24 01:16:59 +0000 2020, -121.766255, 36.917977, Simmons gunna be the best pick of the draft 
ftdavis16, Fri Apr 24 01:17:00 +0000 2020, -106.330781, 42.830259, Say hello to our new baby😍💕💕🐶 https://t.co/6h9l1mPBUI 
nessroshay, Fri Apr 24 01:17:02 +0000 2020, -97.135638, 32.701850, You can’t. Why? It’s simple. White people have always had the systematic power to bring other racial and religious… https://t.co/SxkQFPOGGt 
NickHarris247, Fri Apr 24 01:17:02 +0000 2020, -96.761753, 32.819858, Matt Rhule and Kliff Kingsbury making back-to-back picks in the 2020 NFL Draft is a Big 12 mind-boggle. 
Rochell_bbydoll, Fri Apr 24 01:17:02 +0000 2020, -74.168241, 40.448147, @Jurgensandra08 @2Cadenas_ @pulte My video explains it all 🙏🏽🙏🏽🙏🏽🥺🥺💔💔 https://t.co/wx8dAAeGyM 
StockWrecker, Fri Apr 24 01:17:02 +0000 2020, -75.770041, 42.746617, @RepConorLamb Did you clear this with Nancy? 
kb0526, Fri Apr 24 01:17:02 +0000 2020, -74.441418, 40.856547, Out of all the teams I didn't expect the Cardinals to draft Simmons. Thought for sure they were getting a tackle 
cesarpmusica, Fri Apr 24 01:17:02 +0000 2020, -80.428182, 25.610864, Hoy dije: "listo G, ya reviso". Me faltó la gorra, la cadena y sale.Lo busqué en Google y pues, que nea. 🤦‍♂️😂 no tenía idea de que era. 
